id	CD1036	CD1037	CD1038	CD1086	FV040	FV041	FVB039	FVB085	symbol
30	ENSMUSG00000000182	0	0	0	0	0	0	0	0	FGF23
31	ENSMUSG00000000183	0	0	0	0	0	0	0	0	FGF6
32	ENSMUSG00000000184	0	0	0	1.04955122370199	0	0	0	0	CCND2
33	ENSMUSG00000000194	0.566992958837509	0.354193789146747	167.512237303475	0	413.560859456799	0.374816792164441	0.200470767871432	127.365256347428	GPR107
34	ENSMUSG00000000197	0	0	0	4.72298050665895	0	2.8111259412333	0	0	NALCN
35	ENSMUSG00000000202	0	0	0	0	0	0	0	0	BTBD17
36	ENSMUSG00000000204	0	0	0	0	0	0	0	0	SLFN4
37	ENSMUSG00000000214	0	0	0	0	0	0	0	0	TH
38	ENSMUSG00000000215	0	0	0	0	0	0	0	0	INS2
39	ENSMUSG00000000216	0	0	0	0	0	0	0	0	SCNN1G
40	ENSMUSG00000000223	0	0	11.740532276589	0	0	0	0	0	DRP2
41	ENSMUSG00000000244	0	0	0	0	0	0	0	0	TSPAN32
42	ENSMUSG00000000247	0.283496479418755	0.354193789146747	119.082541662545	18.3671464147848	386.267029420912	280.737777331166	269.031770483462	2.34991247873483	LHX2
43	ENSMUSG00000000248	0	0	0	0	0	0	0	0	CLEC2G
44	ENSMUSG00000000253	0	0	0	0	0	0	0	0	GMPR
45	ENSMUSG00000000263	0	0	0	0	0	0	0	0	GLRA1
46	ENSMUSG00000000266	0	0	0	0	0	0	0	0	MID2
47	ENSMUSG00000000275	0	0	0	0	0	0	0	0	TRIM25
48	ENSMUSG00000000276	323.752979496218	337.900874845997	109.228880644694	44.6059270073345	417.31870562116	651.431584781798	399.939181903507	367.996294169875	DGKE
49	ENSMUSG00000000278	0	0	0	69.7951563761823	1.58225101657312	0	0	149.924416143282	SCPEP1
50	ENSMUSG00000000282	0.566992958837509	5.31290683720121	1.25791417249168	26.2387805925497	0.19778137707164	0.18740839608222	191.650054085089	95.8764291323812	MNT
51	ENSMUSG00000000290	0	0	0	0	0	0	0	0	ITGB2
52	ENSMUSG00000000295	0	0	0.209652362081946	3.14865367110597	0	85.083411821328	0	0	HDDC2
53	ENSMUSG00000000296	0	0	0	0	0	0	0	0	TPD52L1
54	ENSMUSG00000000301	0	0	0	0	0	0	0	0	PEMT
55	ENSMUSG00000000303	0	0	0	0	0	0	0	0	CDH1
56	ENSMUSG00000000305	0.283496479418755	0.708387578293495	45.4945625717823	56.1509904680564	519.769458944269	339.771422097065	63.1482918795011	0	CDH4
57	ENSMUSG00000000308	0	0	130.194116852889	0	0.791125508286559	3.18594273339775	0	110.915868996284	CKMT1
58	ENSMUSG00000000317	0	0.354193789146747	3.77374251747503	0	0	0	0	0	BCL6B
59	ENSMUSG00000000318	0	0	0	0	0	0	0	0	CLEC10A
60	ENSMUSG00000000320	0	0	0	0	0	0	0	0	ALOX12
61	ENSMUSG00000000325	0	0	0.209652362081946	20.4662488621888	0	0	0	0	ARVCF
62	ENSMUSG00000000326	0.850489438256264	0.354193789146747	0	115.97541021907	474.873086349007	1267.81779949622	0.200470767871432	1.87992998298787	COMT
63	ENSMUSG00000000339	62.6527219515448	0	23.9003692773419	0.524775611850995	0.395562754143279	272.116991111384	0.601412303614296	0	RTCA
64	ENSMUSG00000000340	0	0	0	7.34685856591392	0	0	0	0	DBT
65	ENSMUSG00000000346	439.41954309907	0.708387578293495	243.406392377139	4.19820489480796	537.767564257788	662.863496942813	52.1223996465723	521.210587783386	DAZAP2
66	ENSMUSG00000000355	0	0	163.528842423918	1.57432683555298	274.718332752507	0.562225188246661	0	26.3190197618301	MCTS1
67	ENSMUSG00000000359	0	0	0	0	0	0	0	0	REM1
68	ENSMUSG00000000365	0	0	0	0	0	0	0	0	RNF17
69	ENSMUSG00000000374	0	9.91742609610893	50.1069145375851	0.524775611850995	12.6580081325849	1.8740839608222	60.1412303614296	39.9485121384922	TRAPPC10
70	ENSMUSG00000000378	0	0	2.93513306914725	34.6351903821656	0	0	0	0	CCM2
71	ENSMUSG00000000381	0	0	0	0	0	0	0	0	WAP
72	ENSMUSG00000000384	0	0	0	3.67342928295696	0	81.5226522957658	0.400941535742864	0	TBRG4
73	ENSMUSG00000000385	0	0	0	0	0	0	0	0	TMPRSS2
74	ENSMUSG00000000386	0	0	0	0	0	0	0	0	MX1
75	ENSMUSG00000000392	0	0	0	0	0	0	0	0	FAP
76	ENSMUSG00000000394	0	0	0	0	0	0	0	0	GCG
77	ENSMUSG00000000399	0	0.708387578293495	41.0918629680614	19.4166976384868	108.779757389402	206.149235690442	16.0376614297146	0.469982495746967	NDUFA9
78	ENSMUSG00000000402	0	0	0	0	0	0	0	0	EGFL6
79	ENSMUSG00000000409	0	0	0	0	0	0	0	0	LCK
80	ENSMUSG00000000411	0	0	0	0	0	0	0	0	TSSK3
81	ENSMUSG00000000416	1.13398591767502	0.354193789146747	24.9486310877516	11.0202878488709	123.217797915632	0	107.051390043345	0	CTTNBP2
82	ENSMUSG00000000420	0.850489438256264	0	0.209652362081946	65.0721758695233	3.36228341021787	118.067289531799	42.4998027887436	0	GALNT1
83	ENSMUSG00000000435	0	0	0	0	0	0	0	0	MYF5
84	ENSMUSG00000000439	0	0	0	0	0	0	0	25.8490372660832	MKRN2
85	ENSMUSG00000000440	0	0	0	0	0	0	0	0	PPARG
86	ENSMUSG00000000441	0	0	11.9501846386709	0	75.5524860413664	0.18740839608222	0	0	RAF1
87	ENSMUSG00000000486	0	0	0	0	0	0	0	0	SEPT1
88	ENSMUSG00000000489	0	0	0	0	0	0	0	0	PDGFB
89	ENSMUSG00000000530	0	0	0	0	0	0	0	0	ACVRL1
90	ENSMUSG00000000531	0	0	0	0	0	0	0	0	GRASP
91	ENSMUSG00000000532	0	780.288917490285	35.011944467685	102.331244310944	0.988906885358198	0.749633584328881	128.301291437717	0.939964991493933	ACVR1B
92	ENSMUSG00000000538	0	0.354193789146747	4.82200432788476	101.806468699093	30.0627693148892	823.84730917744	39.893682806415	103.396149064333	TOM1L2
93	ENSMUSG00000000544	0	0	0	0	0	0	0	0	GPA33
94	ENSMUSG00000000552	8.50489438256264	0	52.2034381584046	49.3289075139935	26.3049231505281	0.374816792164441	21.0494306265004	0.469982495746967	ZFP385A
95	ENSMUSG00000000555	0	0	0	0	0	0	0	0	ITGA5
96	ENSMUSG00000000560	0	0	4.19304724163892	0	0.791125508286559	11.2445037649332	0	0	GABRA2
97	ENSMUSG00000000561	0.566992958837509	0	113.841232610497	602.967178016793	115.108761455694	131.935510841883	145.942719010403	55.4579344981421	WDR77
98	ENSMUSG00000000562	0	0	0	0	0	0	0	0	ADORA3
99	ENSMUSG00000000563	2080.86415893366	2283.84155241823	2127.55217040759	638.127144010809	1467.14225511742	208.772953235593	850.597468078486	252.380600216121	ATP5F1
100	ENSMUSG00000000567	1.98447535593128	0	0	0	0	0	0	0	SOX9
101	ENSMUSG00000000568	0	0	114.050884972579	191.018322713762	329.701555578423	423.542975145818	62.5468795758868	0.939964991493933	HNRNPD
102	ENSMUSG00000000579	0	0.354193789146747	0	0	0.19778137707164	0	0	0	DYNLT1C
103	ENSMUSG00000000581	1.70097887651253	731.76436837718	426.852209198842	4.19820489480796	11.4713198701551	3.18594273339775	258.807761322019	76.1371643110086	C1D
104	ENSMUSG00000000594	0	0	48.0103909167657	0	0	0	0	0	GM2A
105	ENSMUSG00000000600	210.921380687553	0	97.278696006023	15.2184927436788	231.008648419675	0.18740839608222	0	0	KRIT1
106	ENSMUSG00000000605	196.463060237197	1.06258136744024	83.0223353844507	283.378830399537	403.276227849073	899.185484402493	248.383281392704	130.18515132191	CLCN4-2
107	ENSMUSG00000000606	0	0	0	0	0	0	0	0	VMN2R88
108	ENSMUSG00000000617	0.283496479418755	0	45.4945625717823	111.777205324262	63.2900406629247	43.1039310989107	0.801883071485728	0	GRM6
109	ENSMUSG00000000627	0	0	0	0	0	0	0	0	SEMA4F
110	ENSMUSG00000000628	0.283496479418755	52.4206807937186	0.209652362081946	0	0	0	0.801883071485728	0	HK2
111	ENSMUSG00000000631	0	0	4.82200432788476	0	0	0	12.0282460722859	0	MYO18A
112	ENSMUSG00000000632	94.1208311670266	2.83355031317398	20.1266267598668	61.3987465865664	41.5340891850443	115.818388778812	0.200470767871432	43.2383896087209	SEZ6
113	ENSMUSG00000000673	0	0	0	0	0	0	0	0	HAAO
114	ENSMUSG00000000682	0	0	0	0	0	0	0	0	CD52
115	ENSMUSG00000000686	0	0	0	0	0	0	0	0	ABHD15
116	ENSMUSG00000000690	0	0	0	0	0	0	0	0	HOXB6
117	ENSMUSG00000000693	0	0	0	31.4865367110597	0	3.56075952556219	0	0	LOXL3
118	ENSMUSG00000000701	0	0	0	0	0	0	0	0	TCL1B5
119	ENSMUSG00000000706	0	0	0	0	0	0	0	0	BTN1A1
120	ENSMUSG00000000708	68.3226515399199	0	4.82200432788476	3.67342928295696	0.395562754143279	643.18561535418	175.211451119632	80.3670067727313	KAT2B
121	ENSMUSG00000000711	0	2.47935652402723	45.7042149338643	23.0901269214438	45.2919353494055	162.108262611121	0.200470767871432	24.4390897788423	RAB5B
122	ENSMUSG00000000724	0.566992958837509	0	831.061963292834	0	0.19778137707164	1.31185877257554	0	0	CRYBA1
123	ENSMUSG00000000730	0	0	0	0	0	0	0	0	DNMT3L
124	ENSMUSG00000000731	0	0	0	0	0	0	0	0	AIRE
125	ENSMUSG00000000732	0	0	0	0	0	0	0	0	ICOSL
126	ENSMUSG00000000738	0.283496479418755	0	74.4265885390909	191.018322713762	147.742688672515	0	0.200470767871432	70.967356857792	SPG7
127	ENSMUSG00000000739	0	0	0	0	0	0	0	0	SULT5A1
128	ENSMUSG00000000740	47.9109050217695	3.89613168061422	59.3316184691907	0.524775611850995	102.846316077253	243.443506510804	130.105528348559	84.596849234454	RPL13
129	ENSMUSG00000000743	0	0	1.88687125873751	0	17.2069798052326	203.900334937456	0	1.4099474872409	CHMP1A
130	ENSMUSG00000000751	0	0	0.209652362081946	7.87163417776492	0.395562754143279	0.374816792164441	0	253.790547703362	RPA1
131	ENSMUSG00000000753	0	0	0	0	0	0	0	0	SERPINF1
132	ENSMUSG00000000759	229.065155370354	0	0	0	0.19778137707164	0	3.40800305381434	20.6792298128665	TUBGCP3
133	ENSMUSG00000000766	0	0	0	0	0	0	0	0	OPRM1
134	ENSMUSG00000000776	0	0	0	0	0	0	0	0	POLR3D
135	ENSMUSG00000000782	0	0	0	0	2.76893927900296	0	0.200470767871432	0	TCF7
136	ENSMUSG00000000787	579.750300411353	18.4180770356309	175.269374700507	89.7366296265201	326.734834922349	202.401067768798	91.414670149373	339.32736192931	DDX3X
137	ENSMUSG00000000791	0	0	0	0	0	0	0	0	IL12RB1
138	ENSMUSG00000000792	0	0	0	0	0	0	0	0	SLC5A5
139	ENSMUSG00000000794	0	0	0	0	0	0	0	0	KCNN3
140	ENSMUSG00000000804	0.283496479418755	0.354193789146747	106.084095213465	82.9145466724571	717.946398770052	153.674884787421	66.7567657011869	36.1886521725164	USP32
141	ENSMUSG00000000805	0	0	0	0	0	0	0	0	CAR4
142	ENSMUSG00000000811	0	0	0.209652362081946	38.3086196651226	0	0	89.2094917027873	0	TXNRD3
143	ENSMUSG00000000817	0	0	0	0	0	0	0	0	FASL
144	ENSMUSG00000000823	0	4.95871304805446	100.633133799334	79.2411173895002	0	2.06149235690442	0	0	ZNF512B
145	ENSMUSG00000000826	877.421603801046	441.679655065994	440.479612734169	28.3378830399537	1043.89010818411	1888.70181571662	1067.3063681475	494.891568021556	DNAJC5
146	ENSMUSG00000000827	7.37090846488762	772.850847918203	0.209652362081946	0	0.988906885358198	5.24743509030217	65.9548826297011	1.4099474872409	TPD52L2
147	ENSMUSG00000000838	67.4721621016636	0.354193789146747	228.521074669321	135.916883469408	32.4361458397489	207.273686066936	13.6320122152574	37.1286171640104	FMR1
148	ENSMUSG00000000861	0.566992958837509	0	0.209652362081946	0	64.6745103024262	0.18740839608222	19.044722947786	0	BCL11A
149	ENSMUSG00000000869	0	0	9.64400865576952	0	0	0	0.200470767871432	0	IL4
150	ENSMUSG00000000876	0	0	0	0	1.9778137707164	0	0	0	PXMP4
151	ENSMUSG00000000881	19.8447535593128	0	6.49922322454033	0	0.395562754143279	0	35.8842674489863	0	DLG3
152	ENSMUSG00000000884	0	37.5445416495552	0.209652362081946	0	0.19778137707164	0	7.81835994698585	0	GNB1L
153	ENSMUSG00000000889	0	0	0	0	0	0	0	0	DBH
154	ENSMUSG00000000901	0	0	0	0	0	0	0	0	MMP11
155	ENSMUSG00000000902	0	0	2.09652362081946	0	0.19778137707164	376.316059333098	114.268337686716	23.0291422916014	SMARCB1
156	ENSMUSG00000000903	0	0	0	0	0	0	0	0	VPREB3
157	ENSMUSG00000000915	0	0	0	30.9617610992087	0	0	0	0	HIP1R
158	ENSMUSG00000000916	0.283496479418755	0	0	0	4.94453442679099	0	0	11.7495623936742	NSUN5
159	ENSMUSG00000000934	0	0	0.209652362081946	0	222.108486451451	0.18740839608222	6.41506457188583	0	TOP1MT
160	ENSMUSG00000000938	0	0	0	0	0	0	0	0	HOXA10
161	ENSMUSG00000000942	0	0	0	0	0	0	0	0	HOXA4
162	ENSMUSG00000000948	1536.83441492907	844.043799536699	688.288704715029	81.8649954487552	325.548146659919	385.686479137209	143.737540563817	0	SNRPN
163	ENSMUSG00000000957	0	0	0	0	0	0	0	0	MMP14
164	ENSMUSG00000000958	0	0	0	0	0	0	0	0	SLC7A7
165	ENSMUSG00000000959	568.693937714022	0.708387578293495	111.325404265513	40.4077221125266	324.361458397489	327.777284747803	177.81757110196	0	OXA1L
166	ENSMUSG00000000976	0	0	0	0	0.395562754143279	394.682082149156	8.62024301847158	3.28987747022877	HEATR6
167	ENSMUSG00000000982	0	0	0	0	0	0	0	0	CCL3
168	ENSMUSG00000000983	0	0	0	0	0	0	0	0	WFDC18
169	ENSMUSG00000001014	0	0	0	0	0	0	0	0	ICAM4
170	ENSMUSG00000001016	175.767817239628	342.505394104905	91.4084298677285	69.7951563761823	50.4342511532681	0.937041980411102	145.54177747466	165.433838502932	ILF2
171	ENSMUSG00000001017	351.252137999837	1266.24279619962	102.729657420154	55.6262148562054	131.920178506784	1.68667556473998	360.646911400706	220.421790505327	CHTOP
172	ENSMUSG00000001018	96.9557959612141	594.337178188242	1.46756653457362	0	1.18668826242984	746.260233199401	29.0682613413576	0	SNAPIN
173	ENSMUSG00000001020	0	0	0	0	0	0	0	0	S100A4
174	ENSMUSG00000001021	0	0	0	0	0	0	0	0	S100A3
175	ENSMUSG00000001023	0	0	0	0	0	0	0	0	S100A5
176	ENSMUSG00000001025	0	0	0	0	0	0.562225188246661	0	0	S100A6
177	ENSMUSG00000001027	0	0	0	0	0	0	0	0	SCN4A
178	ENSMUSG00000001029	0	0	0	0	0	0	0	0	ICAM2
179	ENSMUSG00000001034	0	0	0	0	0	0	0	0	MAPK7
180	ENSMUSG00000001036	0	0	71.7011078320256	0	30.4583320690325	11.2445037649332	0	21.6191948043605	EPN2
181	ENSMUSG00000001039	0.283496479418755	0.708387578293495	0.628957086245838	24.1396781451458	41.5340891850443	0.562225188246661	324.963114719591	0	B9D1
182	ENSMUSG00000001052	536.091842580865	874.504465403319	57.8640519346171	0	131.326834375569	214.770021910224	15.2357783582288	234.991247873483	SEC24B
183	ENSMUSG00000001053	0	0	0.209652362081946	0	0	0.562225188246661	0	0	N4BP3
184	ENSMUSG00000001054	778.764828963319	2.12516273488048	34.8022921056031	184.196239759699	81.4859273535155	0.937041980411102	17.0400152690717	0.469982495746967	RMND5B
185	ENSMUSG00000001056	0	0	149.901438888591	255.565722971434	1.9778137707164	0	0	0	NHP2
186	ENSMUSG00000001062	0.283496479418755	0	0.209652362081946	276.031971833623	411.38526430901	0	1.00235383935716	262.720215122554	VPS9D1
187	ENSMUSG00000001065	0	0	0	0	6.52678544336411	0	0	0	ZFP276
188	ENSMUSG00000001076	0	0	0	0	0	0	0	0	C1QL4
189	ENSMUSG00000001082	0	0	0	0	0	0	17.0400152690717	0	MFSD10
190	ENSMUSG00000001089	0	0	0	0	0	0	0	0	LUZP1
191	ENSMUSG00000001095	0	0	0	0	0	0	0	0	SLC13A2
192	ENSMUSG00000001098	1.13398591767502	0	1.04826181040973	23.6149025332948	0	0	0	0	KCTD10
193	ENSMUSG00000001100	2.83496479418755	267.416310805794	285.546517155611	3.67342928295696	7.12012957457903	0.749633584328881	3.20753228594291	52.1680570279133	POLDIP2
194	ENSMUSG00000001103	0	0	0.419304724163892	0	3.75784616436115	0	0	0	SEBOX
195	ENSMUSG00000001105	193.061102484172	1.41677515658699	511.551763479948	79.2411173895002	0	5.62225188246661	4.4103568931715	753.851923178134	IFT20
196	ENSMUSG00000001119	0	0.354193789146747	0	0	0	0	0	0	COL6A1
197	ENSMUSG00000001120	1885.25158813472	21.6058211379516	171.495632183032	33.0608635466127	198.572502579926	1584.35058047909	52.9242827180581	6.57975494045753	PCBP3
198	ENSMUSG00000001123	0	0	0.838609448327784	0	0	0	0	0	LGALS9
199	ENSMUSG00000001127	0.283496479418755	138.135577767231	9.64400865576952	11.0202878488709	8.70238059115215	456.901669648453	0.801883071485728	41.82844212148	ARAF
200	ENSMUSG00000001128	0	0	0	0	0	0	0	0	CFP
201	ENSMUSG00000001131	0	0	0	0	0	0	0	0	TIMP1
202	ENSMUSG00000001134	0	0	0	1.57432683555298	0	0	4.61082766104294	0	UXT
203	ENSMUSG00000001138	0	0	0.628957086245838	46.1802538428875	0	0	0	0	CNNM3
204	ENSMUSG00000001143	0	801.540544839089	51.9937857963226	39.3581708888246	45.4897167264771	74.026316452477	0.200470767871432	0.939964991493933	LMAN2L
205	ENSMUSG00000001150	0.283496479418755	0.354193789146747	117.40532276589	25.7140049806987	0.19778137707164	1.49926716865776	57.535110379101	0	MCM3AP
206	ENSMUSG00000001151	0	0	0	0	34.4139596104653	0.562225188246661	3.60847382168578	0	PCNT
207	ENSMUSG00000001155	0	0	0	0	0	0	0	0	FTCD
208	ENSMUSG00000001156	0.850489438256264	196.577552976445	0.209652362081946	0	30.4583320690325	0.18740839608222	0	0	MXD1
209	ENSMUSG00000001157	0	0	0	1.57432683555298	0	0.562225188246661	0	458.232933353292	GMCL1
210	ENSMUSG00000001158	336.510321070062	0	65.8308416937311	255.565722971434	54.1920973176293	2.62371754515108	1.80423691084289	31.0188447192998	SNRNP27
211	ENSMUSG00000001166	0	0	0	0	0	0	0	151.80434612627	OAS1C
212	ENSMUSG00000001168	0	0	0	0	0	0	0	0	OAS1H
213	ENSMUSG00000001173	35.7205564067631	1.06258136744024	6.07991850037644	73.9933612709902	110.164227028903	294.043773453004	50.9195750393437	0	OCRL
214	ENSMUSG00000001175	2224.02988104013	1462.82034917607	1188.72889300463	383.610972263077	1622.59841749573	2611.9108161979	1209.23967180048	436.143756053185	CALM1
215	ENSMUSG00000001211	244.657461738385	364.465409032003	545.934750861388	787.163417776492	1496.41389892403	914.9277896734	740.138074981327	753.381940682387	AGPAT3
216	ENSMUSG00000001225	0	0	0	0	0	0	0	0	SLC26A3
217	ENSMUSG00000001227	0	0	0	0	0	0	18.6437814120432	0	SEMA6B
218	ENSMUSG00000001228	0	0	0	0	0	0	0	0	UHRF1
219	ENSMUSG00000001229	0.850489438256264	0	61.8474468141741	67.6960539287783	1.58225101657312	203.338109749209	118.478223812016	93.5265166536464	DPP9
220	ENSMUSG00000001240	0	0	108.180618834284	0	26.898267281743	0	0	0	RAMP2
221	ENSMUSG00000001247	0	0	50.735871623831	0	0	0	0	0	LSR
222	ENSMUSG00000001248	0.566992958837509	0.354193789146747	93.504953488548	0	1072.17284510536	19.4904731925509	39.2922705028007	0	GRAMD1A
223	ENSMUSG00000001249	0	0	0	0	0	0	0	0	HPN
224	ENSMUSG00000001260	0	0	0	0	0	0	16.0376614297146	0	GABRG1
225	ENSMUSG00000001270	1006.97949489542	2112.4117584712	385.760346230781	608.214934135303	376.773523321474	145.616323755885	1663.70690256501	333.687571980346	CKB
226	ENSMUSG00000001280	0	0	0	38.3086196651226	0	0	0.200470767871432	0	SP1
227	ENSMUSG00000001281	0	0	0	0	0	0	0	0	ITGB7
228	ENSMUSG00000001285	0.283496479418755	0.354193789146747	0.419304724163892	0	0.791125508286559	0.18740839608222	346.613957649706	0	MYG1
229	ENSMUSG00000001288	0	0	0	0	0	0	0	0	RARG
230	ENSMUSG00000001289	261.667250503511	11.3342012526959	554.949802430911	8.39640978961591	195.605781923852	120.69100707695	3.20753228594291	86.9467617131888	PFDN5
231	ENSMUSG00000001300	0	0	0.209652362081946	0	0	0	0	0	EFNB2
232	ENSMUSG00000001305	0	0	0.838609448327784	0	0.19778137707164	0.18740839608222	0	225.121615462797	RRP15
233	ENSMUSG00000001313	8.50489438256264	1738.02892334309	305.463491553395	271.308991326964	2.17559514778804	319.718723716268	217.310312372632	5.16980745321663	RND2
234	ENSMUSG00000001323	1.70097887651253	305.669240033643	0.209652362081946	69.7951563761823	126.777862702921	0.749633584328881	13.2310706795145	172.483575939137	SRR
235	ENSMUSG00000001333	0	0	0	0	0	0	0	0	SYNC
236	ENSMUSG00000001334	0	0	114.889494420906	0	603.035418691429	421.668891184996	7.01647687550012	0	FNDC5
237	ENSMUSG00000001348	0	0	0	0	0	0	0	0	ACP5
238	ENSMUSG00000001349	0	0	0	0	0	0	0	0	CNN1
239	ENSMUSG00000001366	0	0	46.542824382192	106.529449205752	0.791125508286559	343.332181622628	0	9.39964991493933	FBXO9
240	ENSMUSG00000001376	0	0	0	77.1420149420962	0	0	0	0	CCDC132
241	ENSMUSG00000001379	0	1973.21359933653	17.1914936907196	6.82208295406293	1.58225101657312	0.937041980411102	1.00235383935716	0	APBB3
242	ENSMUSG00000001380	126.439429820765	0	40.6725582438975	93.410058909477	127.173425457064	0.18740839608222	56.5327565397438	90.7066216791646	HARS
243	ENSMUSG00000001383	23.5302077917566	696.699183251652	35.011944467685	0	61.5100082692799	0.937041980411102	14.2334245188717	0	ZMAT2
244	ENSMUSG00000001403	0	0	0	0	0	0	0	0	UBE2C
245	ENSMUSG00000001415	968.423973694466	133.176864719177	4.40269960372087	0	1.58225101657312	54.9106600520906	2.40564921445718	0.469982495746967	SMG5
246	ENSMUSG00000001416	874.870135486277	75.4432770882572	438.383089113349	319.588347617256	0.593344131214919	902.558835531973	450.457815407108	93.5265166536464	CCT3
247	ENSMUSG00000001417	0	0	0	0	0	0	0	0	RHBG
248	ENSMUSG00000001418	0	0	57.0254424862893	0.524775611850995	24.5248907568833	0.18740839608222	0	0	0610031J06RIK
249	ENSMUSG00000001419	545.730722881103	363.75702145371	79.0389405048937	251.892293688477	237.139871108896	203.338109749209	103.64338698953	110.915868996284	MEF2D
250	ENSMUSG00000001420	0	0	0	0	0	0	0	0	TMEM79
251	ENSMUSG00000001424	0	0	5.66061377621254	0	0	0	0.200470767871432	0	SND1
252	ENSMUSG00000001435	0	0	0	3.14865367110597	0	0	0	0	COL18A1
253	ENSMUSG00000001436	0	0	46.1235196580281	0	59.5321944985635	463.086146719166	41.0965074136436	0	SLC19A1
254	ENSMUSG00000001440	1.41748239709377	787.018599484073	58.283356658781	188.919220266358	30.6561134461041	0.562225188246661	0.400941535742864	230.291422916014	KPNB1
255	ENSMUSG00000001441	252.028370203273	1.41677515658699	7.96678975911395	65.0721758695233	193.232405398992	0.18740839608222	1.00235383935716	293.269077346107	NPEPPS
256	ENSMUSG00000001444	0	0	0	0	0	0	0	0	TBX21
257	ENSMUSG00000001445	0.283496479418755	0	0	0	0	0	8.41977225060015	0	MRPL10
258	ENSMUSG00000001467	0	0	0.419304724163892	0	0	0.18740839608222	1.20282460722859	0	CYP51
259	ENSMUSG00000001472	1791.41425344711	1560.93202876972	294.14226400097	728.388549249181	112.933166307906	1499.64198544993	908.132578457587	203.972403154183	TCF25
260	ENSMUSG00000001473	0.283496479418755	481.703553239577	0.838609448327784	0	0.395562754143279	0	0.400941535742864	0	TUBB6
261	ENSMUSG00000001482	0.566992958837509	142.031709447846	31.6575066743739	11.5450634607219	168.311951887965	63.3440378757905	39.2922705028007	438.49366853192	DEF8
262	ENSMUSG00000001493	0	0.354193789146747	0.209652362081946	0	34.6117409875369	0.374816792164441	112.063159240131	0	MEOX1
263	ENSMUSG00000001494	0	0	0	0	0	0	0	0	SOST
264	ENSMUSG00000001496	0	0	0	0	0	0	0	0	NKX2-1
265	ENSMUSG00000001497	0	0	0	0	0	0	0	0	PAX9
266	ENSMUSG00000001504	0	0	0	36.7342928295696	0	0	0	0	IRX2
267	ENSMUSG00000001506	0	0.708387578293495	0	0	0	0	0	0	COL1A1
268	ENSMUSG00000001507	10.4893697384939	0	0.628957086245838	34.1104147703146	163.960761592389	0	31.4739105558148	0	ITGA3
269	ENSMUSG00000001508	0	0	0	0	0	0	0	0	SGCA
270	ENSMUSG00000001510	0	0	0	0	0	0	0	0	DLX3
